id,tournamentId,scheduleId,formatId,homeTeamId,awayTeamId,courseId,startingHole,teeTime,createdAt,updatedAt,foursomeGroupId,playerToPlayerMatch
21fc45d7-f12f-464c-9163-3fccd4ed99d3,36f3d474-c803-4370-be86-96369bd6ef5f,a714b40f-3f8c-4ce2-9909-b92eec709541,d655e1de-b0fe-4ff0-93cb-1c0225c53793,7c3434af-68ab-442c-9bcc-bae7ef9cc3ff,a2ed4e22-cb49-4b3a-9b7a-a65d124d8f8f,c574f117-f5e6-45cd-8b81-cf125c0361fc,1,2025-04-25 08:00:00,2025-04-16 15:43:51.664,2025-04-16 15:43:51.664,foursome_1744818231662_5vtxc,f
ccfea772-f8d7-400d-a9dd-d116012a629d,36f3d474-c803-4370-be86-96369bd6ef5f,a714b40f-3f8c-4ce2-9909-b92eec709541,d655e1de-b0fe-4ff0-93cb-1c0225c53793,7c3434af-68ab-442c-9bcc-bae7ef9cc3ff,a2ed4e22-cb49-4b3a-9b7a-a65d124d8f8f,c574f117-f5e6-45cd-8b81-cf125c0361fc,10,2025-04-25 08:00:00,2025-04-16 15:43:51.67,2025-04-16 15:43:51.67,foursome_1744818231669_jlo1o,f
