id,name,tournamentId,createdAt,updatedAt,metadata
a2ed4e22-cb49-4b3a-9b7a-a65d124d8f8f,Spartan Dawgs,36f3d474-c803-4370-be86-96369bd6ef5f,2025-04-15 18:00:21.313,2025-04-16 14:17:54.326,"{""payments"": {""fd3f6031-0fdf-4a14-ad67-a7cc324d015f"": {""ctp"": false, ""buyIn"": true, ""skins"": false, ""lastUpdated"": ""2025-04-16T14:17:54.325Z""}}, ""isHomeTeam"": true}"
7c3434af-68ab-442c-9bcc-bae7ef9cc3ff,Invited Guests,36f3d474-c803-4370-be86-96369bd6ef5f,2025-04-15 18:00:21.313,2025-04-16 14:22:28.501,"{""payments"": {""10bd879d-b059-415a-a61a-48e1bf20531e"": {""ctp"": false, ""buyIn"": true, ""skins"": false, ""lastUpdated"": ""2025-04-16T14:22:28.500Z""}, ""c0daa11c-0615-4cb4-ba69-83ce651c55fe"": {""ctp"": true, ""buyIn"": false, ""skins"": false, ""lastUpdated"": ""2025-04-15T20:19:39.929Z""}}}"
